Date,Close,High,Low,Open,Volume,return_1d,MA_10,MA_50,volatility,volume_change,RSI,target
2005-03-15,1.2272846698760986,1.232678334676227,1.2060110477801351,1.2176969881393231,508608800.0,0.015872950090129123,1.2366632342338562,1.1655430543422698,0.027696099598517536,-0.1598592103011438,49.776010244785844,1
2005-03-16,1.2338758707046509,1.2677339298668544,1.2218912985062749,1.2347752811892498,697813200.0,0.00537055582159085,1.227854061126709,1.171256980895996,0.028008119029489915,0.3720037875868447,50.876519190191594,1
2005-03-17,1.265937328338623,1.2848140534271688,1.2380710959923165,1.244363371025938,801920000.0,0.025984346071750597,1.2292323589324952,1.1774173736572267,0.02438510627421726,0.14919006977798643,55.934576206495365,1
2005-03-18,1.2872107028961182,1.30159307165909,1.2734273077957297,1.298296766275039,940150400.0,0.016804445276460633,1.2296817660331727,1.183835448026657,0.023695681127567782,0.17237430167597756,58.95451270480899,1
2005-03-21,1.3093833923339844,1.317473490741243,1.2842144862137237,1.2970984762400153,541128000.0,0.017225376846214502,1.2325282454490663,1.1906819868087768,0.024245948462241675,-0.4244240070524886,61.8863951770078,0
2005-03-22,1.2833154201507568,1.317173483963216,1.2788210674421936,1.3096823627166805,551415200.0,-0.019908586236733306,1.239419734477997,1.1955989170074464,0.017415507213151913,0.01901065921556455,56.75366307880549,0
2005-03-23,1.274925708770752,1.3003941412462852,1.2590449555264354,1.2719289401848846,609823200.0,-0.006537528691909045,1.2490078687667847,1.2004349422454834,0.013406970549020382,0.10592381203855106,55.16780765633581,0
2005-03-24,1.2734276056289673,1.2884090515707294,1.2734276056289673,1.2857126193293087,352704800.0,-0.0011750513237583915,1.2570079207420348,1.206559386253357,0.01359947900406992,-0.42162777670642904,54.87295339616617,1
2005-03-28,1.274327039718628,1.2872110274568975,1.2725291181545493,1.2809187520380845,275410800.0,0.0007063095583015322,1.263779616355896,1.212432131767273,0.013616291875186504,-0.21914643633996478,55.02836115879654,0
2005-03-29,1.2509554624557495,1.2833160581991938,1.243465237595864,1.275225859257158,461356000.0,-0.018340329079134077,1.2680643200874329,1.2165370535850526,0.015573492807331639,0.6751558036213541,50.19144197325428,1
2005-03-30,1.2824162244796753,1.2824162244796753,1.2530525084543271,1.2605436309563984,394959600.0,0.025149386183713762,1.2735774755477904,1.2211513447761535,0.01662643143955512,-0.14391576136432604,55.82088194939142,0
2005-03-31,1.2485582828521729,1.27402672179737,1.2461613874385684,1.271929263288895,636134800.0,-0.02640167909700286,1.2750457167625426,1.2249536466598512,0.019272677334080116,0.6106325811551359,49.355781796573964,0
2005-04-01,1.2251869440078735,1.2638396997484926,1.2155992643631974,1.2611424678876753,641284000.0,-0.01871866068671657,1.2709706783294679,1.2285192346572875,0.018070998517841677,0.00809451078607859,45.44326833003066,1
2005-04-04,1.2311797142028809,1.237771525419156,1.2033143849771577,1.228183845518561,580014400.0,0.004891310852043196,1.265367579460144,1.232030897140503,0.016970768876434783,-0.09554206872462123,46.611935125375965,1
2005-04-05,1.2551501989364624,1.2656372931558657,1.231180140775344,1.2350755215069191,556239600.0,0.019469525412949995,1.2599442601203918,1.2360129761695862,0.01729886624797059,-0.04099001679958292,51.122065350398145,1
2005-04-06,1.268333911895752,1.2827162798704432,1.2629402488714336,1.2704313697289802,414825600.0,0.010503693478645548,1.2584461092948913,1.2401778388023377,0.016876359079237232,-0.2542321690149353,53.451222480084496,1
2005-04-07,1.305188536643982,1.3108817390821266,1.2659375937880013,1.2683344895215554,506987600.0,0.029057509542691484,1.2614723920822144,1.244693260192871,0.01918511436893845,0.22217047356768727,59.29122357732695,1
2005-04-08,1.310581922531128,1.3318555427729966,1.304589184414007,1.309383074870749,649950000.0,0.00413226574990766,1.2651878237724303,1.2492566180229188,0.019145084383257373,0.28198401696609543,60.080526369523774,0
2005-04-11,1.256049394607544,1.3258628983726213,1.255749857692834,1.322867029163894,821662800.0,-0.04160940036336325,1.263360059261322,1.2526124763488768,0.02382409312368836,0.26419386106623577,49.60730977490981,1
2005-04-12,1.2782213687896729,1.2941021239558754,1.2587456710305216,1.2731280417224562,981061200.0,0.017652151481715173,1.2660866498947143,1.2560102820396424,0.023662891036739336,0.19399490886042314,53.180885344296186,0
2005-04-13,1.2296816110610962,1.2881096148214584,1.2102059098446347,1.286911567110634,1371946800.0,-0.037974453341003134,1.2608131885528564,1.2575623655319215,0.025287422707407782,0.39843141284152295,45.5631318000736,0
2005-04-14,1.116421103477478,1.185336179024468,1.103836655774352,1.1628636152275929,2753192400.0,-0.09210555526311015,1.247599470615387,1.2566604733467102,0.03741257653276339,1.0067778138335974,33.503641544362395,0
2005-04-15,1.0591920614242554,1.1161215627209902,1.0570946034749469,1.0972449412387122,1728087200.0,-0.05126116111112833,1.2309999823570252,1.2539847779273987,0.03956327482592313,-0.37233329570428864,29.285758646510303,1
2005-04-18,1.067282795906067,1.0876579138841111,1.0187427972830934,1.048705600117097,1327177600.0,0.007638590560178793,1.2146102905273437,1.2520162224769593,0.03971614899302888,-0.23199616315658145,30.615662085381558,1
2005-04-19,1.111327886581421,1.1218148773612486,1.0747724871999385,1.09664597947489,1081642800.0,0.041268434986776015,1.2002280592918395,1.2506199431419374,0.04224167418549689,-0.185005232155817,37.50607527246478,0
2005-04-20,1.06398606300354,1.1308036936746642,1.061888704648572,1.128406798422403,945131600.0,-0.04259933017924178,1.1797932744026185,1.248246862888336,0.04253716476600923,-0.1262072839573286,33.639188264641234,1
2005-04-21,1.1140241622924805,1.114923472857081,1.0756717471032733,1.0906530889654118,759592400.0,0.04702890482201161,1.1606768369674683,1.246287269592285,0.04498852974146986,-0.19631043973135598,40.608999379379945,0
2005-04-22,1.0636863708496094,1.1086314006696762,1.045709059007718,1.1038367107541145,839129200.0,-0.045185547267919346,1.1359872817993164,1.2439681315422058,0.045386020389282765,0.10470984175197118,36.460337512891634,1
2005-04-25,1.1080321073532104,1.1092309554817017,1.0819646864884251,1.093350193270402,746460400.0,0.04169061268330476,1.121185553073883,1.2426497483253478,0.04846117462866634,-0.11043448374815223,42.07465276534608,0
2005-04-26,1.0843610763549805,1.123912344806332,1.0822636181743073,1.10203885235074,810507600.0,-0.021363127332811427,1.101799523830414,1.2400040102005006,0.047423127662798936,0.08580120258221324,40.04086634770815,0
2005-04-27,1.0771703720092771,1.089454485008517,1.063986048133626,1.0753724505644096,613888800.0,-0.006631282238453773,1.086548399925232,1.2361897253990173,0.046788522593688854,-0.2425872379234939,39.417543141990166,0
2005-04-28,1.0648853778839111,1.0888554283831495,1.055895871355906,1.0873570439454014,575106000.0,-0.011404875630259381,1.0813948273658753,1.2309971404075624,0.0375043866095303,-0.06317561095755453,38.31999524870354,1
2005-04-29,1.0804656744003296,1.0855598008700231,1.055296679146838,1.083162106004323,671630400.0,0.014630961078063498,1.0835221886634827,1.2256007957458497,0.03391053516855509,0.1678375812458921,40.57971262730214,1
2005-05-02,1.091551661491394,1.098144171770048,1.0792675516640968,1.0849598512987868,465920000.0,0.010260378791966174,1.0859490752220153,1.2211212968826295,0.03396470732047543,-0.30628512348458314,42.202283737081906,0
2005-05-03,1.0849601030349731,1.1008408586065523,1.0795672389524813,1.090653304101251,496739600.0,-0.006038704982057164,1.0833122968673705,1.2168096065521241,0.031187663601443448,0.06614783653846157,41.47705447179357,1
2005-05-04,1.1131256818771362,1.114623166023854,1.0816645130742573,1.0819640499085204,448176400.0,0.025960013426646,1.0882262587547302,1.213516674041748,0.028697912359334037,-0.0977638988315005,45.76577789426907,0
2005-05-05,1.0990430116653442,1.1167208897337944,1.092750836414585,1.1161218159226864,387366000.0,-0.01265146464687028,1.0867281436920166,1.2090611720085145,0.02491884064270754,-0.13568407439570673,44.028432764342355,1
2005-05-06,1.1158223152160645,1.118518747285777,1.1023392547566515,1.1053352237147878,326247600.0,0.01526719461624615,1.091941738128662,1.2047315073013305,0.019844411507265406,-0.157779464382522,46.62817854622488,0
2005-05-09,1.107732176780701,1.1221145487431528,1.101140464656914,1.1170212212259991,355695200.0,-0.007250382363787944,1.091911745071411,1.2002220773696899,0.015296372650055033,0.0902615069045718,45.53011155935653,0
2005-05-10,1.091252684593201,1.1161220540206136,1.088556251794061,1.101140704992494,440263600.0,-0.014876783876941135,1.092600905895233,1.195164315700531,0.014397257351276192,0.2377552466268873,43.293573105695266,0
2005-05-11,1.0669825077056885,1.0687804286289797,0.992074803264944,1.0546975981717532,2041981200.0,-0.02224065720998425,1.0915821194648743,1.1898368835449218,0.016036477288480327,3.6380877274432866,40.16437894488472,0
2005-05-12,1.0226376056671145,1.0663827872330955,1.0187422264545587,1.0612894606481302,970242000.0,-0.0415610393969138,1.0873573422431946,1.1838502836227418,0.020468133171722986,-0.5248526284179306,35.1633963989089,1
2005-05-13,1.041813611984253,1.055596105496722,1.0208395348119008,1.0247348134410346,702713200.0,0.01875151687251808,1.083492136001587,1.1796434688568116,0.02091805552817172,-0.2757340952051138,38.71687986544165,1
2005-05-16,1.0651848316192627,1.0696791849052338,1.0346222691564624,1.0355215798678303,474294800.0,0.022433206253176685,1.0808554530143737,1.1752928328514098,0.022123243706631664,-0.3250520980678888,42.82945875832383,0
