Date,Close,High,Low,Open,Volume
,V,V,V,V,V
2008-03-19,12.441911697387695,15.19454702866816,12.11159545763404,13.102544176895007,708486000
2008-03-20,14.170567512512207,14.313704897502314,12.662123563175124,12.860313659309469,198985200
2008-03-24,13.153193473815918,14.908273310923198,12.992439660180915,14.806976525351173,149566400
2008-03-25,13.928335189819336,14.148546022859959,13.17301196528699,13.340372668818954,87092000
2008-03-26,14.084681510925293,14.199192059186242,13.558377872770986,13.813822348027207,43111600
2008-03-27,13.853463172912598,14.25644855182853,13.796208727178762,14.104504222772896,39829600
2008-03-28,13.820430755615234,13.970174181090353,13.688304599037243,13.954759490824175,24675200
2008-03-31,13.732349395751953,13.978985324311543,13.664083726580545,13.785199531852982,22157200
2008-04-01,13.567193031311035,14.023029505198629,13.280919043078123,13.886498988971464,60410800
2008-04-02,13.723539352416992,13.723539352416992,13.322755694592592,13.591413185675774,43836400
2008-04-03,14.423806190490723,14.59777290951174,13.613430447241834,13.642058084051772,100868000
2008-04-04,14.199193954467773,14.38417023086043,14.038439321824006,14.291682092664102,36394400
2008-04-07,14.322508811950684,14.489869469085354,14.097892883677204,14.335720920646231,28301600
2008-04-08,14.994146347045898,15.027178289361585,14.271855491413392,14.291675328832554,53925600
2008-04-09,14.487671852111816,15.132889702199362,14.448033832376643,15.071230933739189,48324400
2008-04-10,14.55813980102539,14.694671136351797,14.337928945381472,14.569151015837784,22372000
2008-04-11,14.55813980102539,14.703478092111116,14.368758330765582,14.368758330765582,26421600
2008-04-14,14.463445663452148,14.806973979819418,14.430413706861042,14.688059944136494,28443600
2008-04-15,14.170567512512207,14.655032378626764,14.093494052925355,14.59777708861564,23888000
2008-04-16,14.56474494934082,14.743115193661584,14.21681141590924,14.21681141590924,25136800
2008-04-17,14.762934684753418,14.919284177103691,14.536117791906186,14.59117050104679,22459600
2008-04-18,15.194546699523926,15.513851719005565,14.798166548375814,14.976538456430085,104099600
2008-04-21,15.628368377685547,15.965290797425979,15.161520648850734,15.300254595856249,58848000
2008-04-22,15.476422309875488,15.943270038590372,15.414763524589274,15.837568063759795,47357600
2008-04-23,15.432378768920898,15.789119316852242,15.346496660709601,15.623961157972717,37319600
2008-04-24,15.92124080657959,16.07318510939608,15.423563950210015,15.679007593252585,38086800
2008-04-25,16.537837982177734,16.753645399864205,16.275788157936212,16.736028124935554,101460000
2008-04-28,16.65454864501953,17.020099520935524,16.493795639644983,16.84613271999576,132517200
2008-04-29,17.810649871826172,17.810649871826172,15.63496765383753,16.328632047734086,197308400
2008-04-30,18.376590728759766,18.67607755346025,17.85248962557146,17.92515959334623,147543600
2008-05-01,18.806007385253906,19.299279230878376,18.47569110218765,18.583593950901488,116395600
2008-05-02,18.222448348999023,19.268449915859993,17.837079350681822,19.22220583767099,136648800
2008-05-05,18.73113250732422,18.82802580934729,17.797439066264218,18.24446677865656,70377200
2008-05-06,19.275060653686523,19.41159202250276,18.662874593645174,18.82142671741218,75913200
2008-05-07,19.48865509033203,19.78373674515077,19.30367883150387,19.561325054903815,100464800
2008-05-08,19.224409103393555,19.76392504828017,18.92492219388265,19.708872332268246,92836400
2008-05-09,18.246673583984375,19.085676496069226,18.171801011420854,18.896295005560862,94312000
2008-05-12,18.03525733947754,18.603401369910696,17.19845597620044,18.420626078867766,147471600
2008-05-13,18.140972137451172,18.38760893396758,17.790837636043108,18.0198571585064,53249600
2008-05-14,18.107938766479492,18.574784688893406,17.93617289381211,18.34356430658711,51400400
2008-05-15,18.11234474182129,18.262088206281927,17.861304474942525,18.174003518938786,36688800
2008-05-16,18.13876724243164,18.244467503313977,17.89433307903762,18.21363812055035,34066800
2008-05-19,18.347965240478516,18.66066419800108,18.090318987311697,18.11674321015432,45473200
2008-05-20,18.220243453979492,18.462475028972904,18.037469743439413,18.251072835520002,40702000
2008-05-21,17.804054260253906,18.372198891776133,17.731384246438612,18.20704068587382,41831600
2008-05-22,17.02449607849121,17.748989797976545,16.771255007488087,17.74238374291734,85283600
2008-05-23,16.81309700012207,17.0244992011678,16.542238612562844,16.700789003290627,42196400
2008-05-27,17.33940315246582,17.383446333797647,16.374880162319126,16.93861944276188,62776400
2008-05-28,18.039676666259766,18.046282724499438,17.517777904415258,17.68073350127202,52996000
2008-05-29,18.772966384887695,19.14732398680866,18.27969477669103,18.372182888213903,100613200
2008-05-30,19.01740837097168,19.281660708249987,18.896291736341812,18.942535811361747,72016000
2008-06-02,18.953540802001953,19.147325673704586,18.629830703078078,18.98437017522567,36856000
2008-06-03,19.281658172607422,19.36754025493268,18.9447358988583,19.160543233980214,48411600
2008-06-04,18.823627471923828,19.40057892404607,18.779584286216494,19.175964557203773,40684400
2008-06-05,19.211198806762695,19.211198806762695,18.847850478916328,19.03943457034554,27059600
2008-06-06,18.420637130737305,18.93592969070459,18.398616382718046,18.91611152150987,41748000
2008-06-09,18.088115692138672,18.70690752695912,17.740182211176048,18.497707930725024,45240000
2008-06-10,17.68514060974121,18.248881776315248,17.53099361892577,17.682939709926845,36048400
2008-06-11,17.119184494018555,17.837072062253664,17.088355121156447,17.837072062253664,56996400
2008-06-12,17.519977569580078,17.78643254029021,17.29756578415823,17.38564879458334,44605600
2008-06-13,17.953792572021484,18.015451348903397,17.6499021659282,17.674125496856902,30689200
2008-06-16,18.33696174621582,18.38761099477615,17.859104474479974,17.94278569557305,34384000
2008-06-17,18.64525032043457,18.713516819261482,18.42724207210738,18.51973021623706,33277600
2008-06-18,18.46687889099121,18.65185516725882,18.374390752857405,18.436049511613277,33724000
2008-06-19,18.557165145874023,18.585793627851306,17.97360781430191,18.383200075755507,36925200
2008-06-20,18.403024673461914,18.607820875747134,18.22245180435592,18.270898470714375,42546800
2008-06-23,17.850284576416016,18.57477821529605,17.841475943958752,18.464672829692546,30141200
2008-06-24,18.2026309967041,18.264289770394733,17.288755566452217,17.63008140083265,49891200
2008-06-25,18.070499420166016,18.59019709174465,18.02645792802894,18.35677415928272,50711600
2008-06-26,17.41868019104004,17.779825898155735,17.180852038527064,17.748996509505055,76562800
2008-06-27,18.189416885375977,18.248874759024282,17.297563901331305,17.352616616892416,176022800
2008-06-30,17.905344009399414,18.24226634736321,17.68293225641087,18.05949261531602,49301200
2008-07-01,17.927370071411133,17.927370071411133,17.440702506768332,17.537595839830367,44921600
2008-07-02,17.48914337158203,18.145372371315077,17.46271914774967,18.035266958479518,33804000
2008-07-03,17.19186019897461,17.57502658987218,17.0112873775102,17.47593238397509,28738800
2008-07-07,16.652345657348633,17.603656495023856,16.29560346319211,17.286552322440276,79944400
2008-07-08,17.409873962402344,17.506767300178566,15.910238206766056,16.491594873271573,95796400
2008-07-09,16.707399368286133,17.41867953995166,16.603899990223663,17.396658788892235,55322000
2008-07-10,17.011287689208984,17.092766306269237,16.271379119388815,16.683174002258948,52812000
2008-07-11,16.41672134399414,17.055331535127394,16.295604691151272,16.64794175386374,54645200
2008-07-14,15.982902526855469,16.775661182919418,15.96528525714675,16.75584133447828,42679600
2008-07-15,15.066828727722168,15.70323806698488,14.817991026236045,15.692228530503199,84268800
2008-07-16,15.90583610534668,15.97850443489643,14.646229325470305,15.047013148151327,92448800
2008-07-17,16.529022216796875,16.529022216796875,15.712040345145805,16.229535392462644,67268800
2008-07-18,16.163475036621094,16.40350403159723,15.881605446893959,16.348451324851297,46632000
2008-07-21,15.833160400390625,16.502601583859228,15.760490416904867,16.275784677896517,52937200
2008-07-22,16.306612014770508,16.346250029869445,14.952315125644677,15.326672850409432,65408000
2008-07-23,16.13044548034668,16.5158144849966,15.987308085461603,16.185498195296667,49942800
2008-07-24,15.432378768920898,16.23614881148305,15.405952858672933,16.05777685744171,36625600
2008-07-25,15.846364974975586,15.932247030937429,15.209956057681595,15.533666120956841,38690800
2008-07-28,15.53587532043457,16.207517369478413,15.469811396887465,15.945467614245732,35699200
2008-07-29,16.729413986206055,16.729413986206055,15.637168669343623,15.641572145910914,49040400
2008-07-30,17.275541305541992,17.374637200647953,16.35505984297566,17.011288945410488,76089200
2008-07-31,16.088607788085938,17.209482140754456,15.742876742896895,16.784475037298744,148888800
2008-08-01,15.79572582244873,16.317624488552966,15.491833758564702,16.141456807534126,61715600
2008-08-04,15.965291976928711,16.207523657115186,15.745081053109004,15.802336363723413,42686000
2008-08-05,16.20751953125,16.346253453188282,15.92564988932705,16.11943484813018,34354800
2008-08-06,15.740670204162598,16.03354931886049,15.650382961232067,16.031348420307474,40924000
2008-08-07,15.304657936096191,15.69002702081804,15.269423384770915,15.586527626394888,43847200
2008-08-08,15.9873046875,16.042357390749018,15.218769420564747,15.364107683503068,36354400
2008-08-11,16.469566345214844,16.846126621016793,15.84416678394588,15.952071288296672,55289200
2008-08-12,16.031354904174805,16.47177672373921,15.987311714172817,16.33964883380916,33734400
2008-08-13,16.3037052154541,16.35663169194653,15.983938913413471,16.04348098915466,29924800
2008-08-14,16.711679458618164,16.71388521867725,16.2309263983563,16.29047014243798,25839200
2008-08-15,16.713884353637695,16.877075257023066,16.502176826475143,16.757989457525028,26003200
2008-08-18,16.52643585205078,16.81532816474279,16.350012063878935,16.67639556724627,25850400
2008-08-19,16.26178741455078,16.592580496032696,16.233119286522573,16.418362604552147,21104800
2008-08-20,16.444843292236328,16.475717209806387,16.244162828030948,16.341194419321567,18118800
2008-08-21,16.402938842773438,16.46027682740724,16.140510598011048,16.310317109327887,15544800
2008-08-22,16.338985443115234,16.71388558375717,16.283853217947478,16.61905808916855,20955600
2008-08-25,16.169178009033203,16.51540829606814,16.127276981891416,16.21328311365474,18039600
2008-08-26,16.173587799072266,16.385297011640198,16.069940635265365,16.246362735736124,18667200
2008-08-27,16.418371200561523,16.429398315384528,16.06552539874484,16.10522065660556,19141600
2008-08-28,16.683015823364258,16.71829958134996,16.356632228858857,16.48453942687465,26741200
2008-08-29,16.738147735595703,16.7602002942192,16.473511984606606,16.5308499830296,19326400
2008-09-02,16.537456512451172,17.090984347582975,16.405139550776624,16.94323043508809,29898400
2008-09-03,16.109642028808594,16.614651892556804,15.893522896602054,16.442639564118195,35400800
2008-09-04,15.547286033630371,16.017011942137266,15.381889373698133,15.992753630747059,37670000
2008-09-05,15.825150489807129,15.873667105218578,15.271622614206217,15.430403652824932,40616800
2008-09-08,15.45906925201416,16.383085504763727,15.145918745462254,16.21107330208032,56669600
2008-09-09,14.883499145507812,15.514212110208769,14.815135705820753,15.514212110208769,49882000
2008-09-10,15.225314140319824,15.41496911250747,14.693838729712116,14.834977078898014,43936800
2008-09-11,15.64652156829834,15.736939206328056,14.786460380951292,14.865850903245118,47132000
2008-09-12,15.80088996887207,15.803095728127696,15.271620475111616,15.421580136968723,28240400
2008-09-15,15.300299644470215,15.653147349657523,15.053308269842162,15.14152019613899,38734400
2008-09-16,14.632087707519531,15.20766809524537,14.334374119989278,14.691631434526462,83596400
2008-09-17,14.133696556091309,14.984938254490068,14.116055522589752,14.513006537657844,67536800
2008-09-18,14.75338363647461,14.828362654314489,12.874477321536743,14.157954601413929,84189200
2008-09-19,15.342199325561523,15.692841238764482,14.784261338847866,15.659761559027991,68941600
2008-09-22,14.374075889587402,15.21429058412493,14.312328057679437,15.198853626147939,46266400
2008-09-23,14.75338363647461,14.87908504123709,14.138107808162891,14.521827620200682,43803600
2008-09-24,14.484338760375977,14.934217935081868,14.444643489593043,14.786463970362858,24532400
2008-09-25,14.246163368225098,14.658552923272989,14.23293217563051,14.49977188213152,23895200
2008-09-26,13.681611061096191,13.981530453731573,13.408154896854853,13.833775675925526,51171200
2008-09-29,12.74657154083252,13.337589119903223,12.325361332884846,13.297893846588693,78439200
2008-09-30,13.538273811340332,13.54709517235186,12.43342400281095,12.43342400281095,38720400
2008-10-01,13.520626068115234,13.694843245671386,13.05751491082747,13.397129591254979,27054000
2008-10-02,12.700260162353516,13.560323261520082,12.63851233577269,13.560323261520082,35216000
2008-10-03,12.534866333007812,13.269227344833409,12.4179862514225,13.026645821212622,58355600
2008-10-06,12.212889671325684,12.354028020634823,11.081576275690054,11.780652425002796,87360800
2008-10-07,11.28005313873291,12.4466503356248,11.163172254166456,12.349617926197878,75845600
2008-10-08,11.606436729431152,12.003388597832771,10.530255416735915,10.808121472241742,75210400
2008-10-09,10.993367195129395,12.336388457819075,10.896334765504033,11.862251747063151,42537600
