Date,Close,High,Low,Open,Volume
,META,META,META,META,META
2012-05-18,37.96480178833008,44.687839417507796,37.73639773033992,41.7583025202686,573576400
2012-05-21,33.793941497802734,36.40569893016316,32.77108755307844,36.27659964576322,168192700
2012-05-22,30.78495979309082,33.356993682172025,30.72537653029588,32.383792182010964,101786600
2012-05-23,31.778018951416016,32.27455049753189,31.142459178505305,31.152390036721727,73600000
2012-05-24,32.80087661743164,32.97962829830883,31.549618639526823,32.721433530505955,50237200
2012-05-25,31.688644409179688,32.72143097624199,30.894194660760693,32.67177857725991,37149800
2012-05-29,28.639942169189453,31.47017260176927,28.451259635252747,31.261628349709188,78063400
2012-05-30,27.99445152282715,29.345016157131653,27.666740749797373,28.500913970985476,57267900
2012-05-31,29.394668579101562,29.46418269408395,26.64388329631165,28.351951172013045,111639200
2012-06-01,27.527708053588867,28.947788569191818,27.19999731107415,28.68959193961696,41855500
2012-06-04,26.713397979736328,27.458195331740786,26.25658984635005,27.01131805700868,35230300
2012-06-05,25.690542221069336,27.567430800211618,25.57137382033956,26.514784485921407,42473400
2012-06-06,26.6240234375,26.981526789922295,25.342972914849625,25.889156908501278,61489200
2012-06-07,26.12748908996582,27.160275601769797,25.968599148783287,26.81270314513894,26159500
2012-06-08,26.912010192871094,27.567431682569417,26.256588703172767,26.365824355377466,38034000
2012-06-11,26.822633743286133,27.875280066948473,26.653812945651065,26.9914545409212,28219600
2012-06-12,27.209932327270508,27.57736655853836,26.772983972440098,27.28937731050169,15816800
2012-06-13,27.08083152770996,27.905073835175585,26.91201072284989,27.468125535399363,17102800
2012-06-14,28.09375762939453,28.123548311878448,27.19006841365682,27.45819592071798,16855000
2012-06-15,29.80182456970215,29.89120040236507,28.153339935880094,28.3122298841436,43563800
2012-06-18,31.192115783691406,31.857470115133854,29.205989331273653,29.75217334804142,42978900
2012-06-19,31.688644409179688,31.9567719095652,30.487038927931255,31.321212110830004,30849000
2012-06-20,31.380794525146484,31.70850527432756,30.93391536984613,31.69857441597449,15553600
2012-06-21,31.619131088256836,32.27455262071737,31.291420322026564,31.450310275706837,21875300
2012-06-22,32.82073974609375,33.21796656249229,31.837609247272642,32.185179870444614,74834000
2012-06-25,31.83760643005371,32.7909461591691,31.331142094549364,32.63205620431654,24352900
2012-06-26,32.87038803100586,33.20802964615285,32.274551669327735,32.463232299937594,24858700
2012-06-27,32.00642776489258,32.67178210545622,31.678716971515847,32.23483185546349,28568000
2012-06-28,31.1424617767334,31.966702242170232,30.68565173125383,31.738298166489294,17713300
