probability_up,signal
0.5356002,HOLD
0.516395,HOLD
0.52645594,HOLD
0.52848166,HOLD
0.5419291,HOLD
0.5015817,HOLD
0.5311461,HOLD
0.5201251,HOLD
0.5337295,HOLD
0.49823242,HOLD
0.5092642,HOLD
0.46478397,HOLD
0.49614927,HOLD
0.5241604,HOLD
0.5083431,HOLD
0.48797962,HOLD
0.5209359,HOLD
0.5222888,HOLD
0.51529264,HOLD
0.5130614,HOLD
0.5289403,HOLD
0.5636123,HOLD
0.51976806,HOLD
0.5130214,HOLD
0.53441906,HOLD
0.5121859,HOLD
0.5356235,HOLD
0.53423125,HOLD
0.5489586,HOLD
0.5138952,HOLD
0.5303161,HOLD
0.546052,HOLD
0.5338337,HOLD
0.5602858,HOLD
0.5771535,HOLD
0.508907,HOLD
0.53070617,HOLD
0.53107715,HOLD
0.5156481,HOLD
0.5030406,HOLD
0.5178413,HOLD
0.5553076,HOLD
0.53839743,HOLD
0.50394905,HOLD
0.5359432,HOLD
0.53421736,HOLD
0.53226197,HOLD
0.521368,HOLD
0.5224465,HOLD
0.50718,HOLD
0.5257339,HOLD
0.543735,HOLD
0.49158776,HOLD
0.53510016,HOLD
0.52505654,HOLD
0.52870595,HOLD
0.5253252,HOLD
0.5346389,HOLD
0.5122511,HOLD
0.49902475,HOLD
0.57708627,HOLD
0.49994242,HOLD
0.49069273,HOLD
0.5276673,HOLD
0.5065902,HOLD
0.5533266,HOLD
0.5148478,HOLD
0.5311425,HOLD
0.51577526,HOLD
0.5207491,HOLD
0.5471299,HOLD
0.51280934,HOLD
0.493425,HOLD
0.477372,HOLD
0.5161867,HOLD
0.4957136,HOLD
0.5013344,HOLD
0.51796716,HOLD
0.5159268,HOLD
0.51201355,HOLD
0.52689314,HOLD
0.5408933,HOLD
0.5444251,HOLD
0.49630937,HOLD
0.5350982,HOLD
0.52442634,HOLD
0.50123763,HOLD
0.52605295,HOLD
0.5414016,HOLD
0.6000007,BUY
0.51290745,HOLD
0.62690604,BUY
0.5219166,HOLD
0.5171171,HOLD
0.5469783,HOLD
0.49423772,HOLD
0.58306384,HOLD
0.5768761,HOLD
0.61162907,BUY
0.59963673,HOLD
0.5833526,HOLD
0.5673335,HOLD
0.6509856,BUY
0.5803108,HOLD
0.5338874,HOLD
0.5172102,HOLD
0.6038096,BUY
0.55322033,HOLD
0.52378505,HOLD
0.52814734,HOLD
0.530616,HOLD
0.5335515,HOLD
0.53233564,HOLD
0.5335515,HOLD
0.51773924,HOLD
0.51974696,HOLD
0.5184776,HOLD
0.5160268,HOLD
0.532056,HOLD
0.49607685,HOLD
0.59528834,HOLD
0.53182626,HOLD
0.48851514,HOLD
0.5389236,HOLD
0.6072133,BUY
0.5162508,HOLD
0.5077422,HOLD
0.50939244,HOLD
0.5375428,HOLD
0.5425617,HOLD
0.5812839,HOLD
0.5449797,HOLD
0.5383048,HOLD
0.6338802,BUY
0.5316204,HOLD
0.53716564,HOLD
0.5173779,HOLD
0.53191054,HOLD
0.5349114,HOLD
0.52226394,HOLD
0.5398104,HOLD
0.5246769,HOLD
0.5297059,HOLD
0.55140394,HOLD
0.5012836,HOLD
0.5211825,HOLD
0.5183224,HOLD
0.52368546,HOLD
0.55223787,HOLD
0.5435904,HOLD
0.5079304,HOLD
0.55041194,HOLD
0.53439254,HOLD
0.5722893,HOLD
0.51356876,HOLD
0.52339745,HOLD
0.52814084,HOLD
0.505896,HOLD
0.5793072,HOLD
0.52044445,HOLD
0.5245981,HOLD
0.5597658,HOLD
0.53114617,HOLD
0.5253682,HOLD
0.50815964,HOLD
0.5306706,HOLD
0.50977284,HOLD
0.51006037,HOLD
0.5222372,HOLD
0.52312386,HOLD
0.570392,HOLD
0.5160771,HOLD
0.50428027,HOLD
0.50908977,HOLD
0.51674193,HOLD
0.52845407,HOLD
0.5277309,HOLD
0.5188487,HOLD
0.47828302,HOLD
0.53843087,HOLD
0.5186445,HOLD
0.53963083,HOLD
0.53101575,HOLD
0.52701104,HOLD
0.52404034,HOLD
0.54627246,HOLD
0.5168136,HOLD
0.57789314,HOLD
0.51592857,HOLD
0.50342053,HOLD
0.5341914,HOLD
0.5284375,HOLD
0.51692486,HOLD
0.5857171,HOLD
0.5279644,HOLD
0.54399455,HOLD
0.52552176,HOLD
0.52994114,HOLD
0.54572356,HOLD
0.5098655,HOLD
0.55445296,HOLD
0.5565262,HOLD
0.46592578,HOLD
0.5270188,HOLD
0.54810447,HOLD
0.5266134,HOLD
0.50378615,HOLD
0.5798637,HOLD
0.6095614,BUY
0.5638543,HOLD
0.5734764,HOLD
0.6208723,BUY
0.681927,BUY
0.62378925,BUY
0.5308314,HOLD
0.5033422,HOLD
0.5088315,HOLD
0.5082138,HOLD
0.5373842,HOLD
0.45012835,HOLD
0.51790315,HOLD
0.43008542,HOLD
0.50315803,HOLD
0.49578765,HOLD
0.5542289,HOLD
0.47880882,HOLD
0.53792316,HOLD
0.49258983,HOLD
0.52623904,HOLD
0.5177851,HOLD
0.5254123,HOLD
0.5644546,HOLD
0.5140646,HOLD
0.54781175,HOLD
0.51065576,HOLD
0.53043866,HOLD
0.50605255,HOLD
0.52945477,HOLD
0.5186405,HOLD
0.49143565,HOLD
0.5986344,HOLD
0.48722774,HOLD
0.53053296,HOLD
0.5834564,HOLD
0.5332671,HOLD
0.50576466,HOLD
0.5172873,HOLD
0.47955465,HOLD
0.5110029,HOLD
0.57641184,HOLD
0.5065848,HOLD
0.53421396,HOLD
0.523757,HOLD
0.5216675,HOLD
0.4887188,HOLD
0.5118865,HOLD
0.53125876,HOLD
0.5313712,HOLD
0.5160145,HOLD
0.5076596,HOLD
0.529713,HOLD
0.50922024,HOLD
0.5267871,HOLD
0.5394903,HOLD
0.5347458,HOLD
0.5325852,HOLD
0.4927175,HOLD
0.53155345,HOLD
0.5209683,HOLD
0.52304476,HOLD
0.5355713,HOLD
0.58931494,HOLD
0.53729916,HOLD
0.5117193,HOLD
0.3918931,SELL
0.6085763,BUY
0.47944158,HOLD
0.6499296,BUY
0.559285,HOLD
0.59885246,HOLD
0.5222861,HOLD
0.6501488,BUY
0.6148139,BUY
0.6757633,BUY
0.6054101,BUY
0.67734843,BUY
0.52065444,HOLD
0.2828814,SELL
0.62762684,BUY
0.49553052,HOLD
0.5348563,HOLD
0.58795476,HOLD
0.5556244,HOLD
0.52286416,HOLD
0.66785383,BUY
0.51584053,HOLD
0.48742944,HOLD
0.51681167,HOLD
0.5782421,HOLD
0.6058483,BUY
0.5314014,HOLD
0.5517151,HOLD
0.53427756,HOLD
0.5297523,HOLD
0.55296004,HOLD
0.5319419,HOLD
0.5103555,HOLD
0.6050456,BUY
0.57830894,HOLD
0.5045538,HOLD
0.61601627,BUY
0.48175594,HOLD
0.46218425,HOLD
0.5545697,HOLD
0.52981794,HOLD
0.48957437,HOLD
0.56324315,HOLD
0.55462044,HOLD
0.5404876,HOLD
0.5207953,HOLD
0.45375046,HOLD
0.5108226,HOLD
0.5336854,HOLD
0.5163302,HOLD
0.54568565,HOLD
0.55811656,HOLD
0.5637551,HOLD
0.5504093,HOLD
0.5477619,HOLD
0.535788,HOLD
0.5394782,HOLD
0.52743846,HOLD
0.5424396,HOLD
0.5308717,HOLD
0.5503403,HOLD
0.54109395,HOLD
0.5659094,HOLD
0.4200487,HOLD
0.5360675,HOLD
0.49092382,HOLD
0.51197046,HOLD
0.5536849,HOLD
0.5205978,HOLD
0.48225912,HOLD
0.5289641,HOLD
0.5379495,HOLD
0.54432255,HOLD
0.51905245,HOLD
0.53816986,HOLD
0.49477977,HOLD
0.5274221,HOLD
0.5180775,HOLD
0.5336507,HOLD
0.53542507,HOLD
0.5422544,HOLD
0.5829754,HOLD
0.5219865,HOLD
0.5301201,HOLD
0.4967198,HOLD
0.50877845,HOLD
0.5513792,HOLD
0.552015,HOLD
0.5599214,HOLD
0.5384456,HOLD
0.5550473,HOLD
0.55503076,HOLD
0.5177143,HOLD
0.53676564,HOLD
0.4937302,HOLD
0.5044943,HOLD
0.53397006,HOLD
0.5266621,HOLD
0.5321784,HOLD
0.5427274,HOLD
0.5200314,HOLD
0.5199514,HOLD
0.5453989,HOLD
0.5787411,HOLD
0.61246467,BUY
0.5015159,HOLD
0.58292794,HOLD
0.44960067,HOLD
0.5658584,HOLD
0.53766793,HOLD
0.45114616,HOLD
0.5004637,HOLD
0.5166921,HOLD
0.538696,HOLD
0.51869,HOLD
0.50998765,HOLD
0.56385183,HOLD
0.5022087,HOLD
0.5093885,HOLD
0.59561723,HOLD
0.39250156,SELL
0.50800943,HOLD
0.5541019,HOLD
0.5422499,HOLD
0.5230436,HOLD
0.534136,HOLD
0.5312235,HOLD
0.5419342,HOLD
0.5118344,HOLD
0.52542084,HOLD
0.58735657,HOLD
0.57287395,HOLD
0.6222139,BUY
0.63175434,BUY
0.5148905,HOLD
0.6071369,BUY
0.5919957,HOLD
0.639659,BUY
0.41875404,HOLD
0.4183599,HOLD
0.5591109,HOLD
0.52237433,HOLD
0.5510398,HOLD
0.5333814,HOLD
0.5134197,HOLD
0.54183644,HOLD
0.5244563,HOLD
0.49731678,HOLD
0.5316968,HOLD
0.5443643,HOLD
0.5289826,HOLD
0.50465876,HOLD
0.5445653,HOLD
0.5474889,HOLD
0.58590233,HOLD
0.5726748,HOLD
0.55413085,HOLD
0.4913756,HOLD
0.54574895,HOLD
0.5132488,HOLD
0.52453697,HOLD
0.54854894,HOLD
0.5985932,HOLD
0.5176643,HOLD
0.6383976,BUY
0.52716947,HOLD
0.49294385,HOLD
0.6488041,BUY
0.48349673,HOLD
0.56264406,HOLD
0.59963495,HOLD
0.46323973,HOLD
0.5188548,HOLD
0.50060123,HOLD
0.5581225,HOLD
0.55547905,HOLD
0.52046615,HOLD
0.5290647,HOLD
0.5008539,HOLD
0.5175662,HOLD
0.54783964,HOLD
0.47977793,HOLD
0.47443908,HOLD
0.5563843,HOLD
0.55646235,HOLD
0.5012214,HOLD
0.5481704,HOLD
0.5501287,HOLD
0.5511187,HOLD
0.4844398,HOLD
0.4908412,HOLD
0.5471889,HOLD
0.47621325,HOLD
0.52959245,HOLD
0.5423532,HOLD
0.54989505,HOLD
0.54056543,HOLD
0.52516484,HOLD
0.43670997,HOLD
0.52717716,HOLD
0.5571201,HOLD
0.51201427,HOLD
0.5386767,HOLD
0.52154976,HOLD
0.5548515,HOLD
0.5496425,HOLD
0.5491186,HOLD
0.53572005,HOLD
0.54244435,HOLD
0.55229205,HOLD
0.5439307,HOLD
0.53068095,HOLD
0.5418375,HOLD
0.5296845,HOLD
0.48685506,HOLD
0.53541523,HOLD
0.53814226,HOLD
0.5413213,HOLD
0.5497611,HOLD
0.53569233,HOLD
0.5390513,HOLD
0.50805855,HOLD
0.5447388,HOLD
0.5240477,HOLD
0.5346072,HOLD
0.535607,HOLD
0.4879158,HOLD
0.519677,HOLD
0.5136021,HOLD
0.5313952,HOLD
0.53383607,HOLD
0.54464203,HOLD
0.5281588,HOLD
0.5209045,HOLD
0.5335085,HOLD
0.55413944,HOLD
0.5395007,HOLD
0.5446058,HOLD
0.51985705,HOLD
0.5364077,HOLD
0.5486249,HOLD
0.5223479,HOLD
0.54044914,HOLD
0.54348105,HOLD
0.5406328,HOLD
0.5390343,HOLD
0.54692066,HOLD
0.54280466,HOLD
0.50388175,HOLD
0.5583418,HOLD
0.582081,HOLD
0.5306245,HOLD
0.5288165,HOLD
0.57605165,HOLD
0.55585647,HOLD
0.50711054,HOLD
0.53688914,HOLD
0.5352443,HOLD
0.5510499,HOLD
0.5442192,HOLD
0.53723186,HOLD
0.5563301,HOLD
0.49530452,HOLD
0.5493671,HOLD
0.5338738,HOLD
0.54054326,HOLD
0.50770116,HOLD
0.50848067,HOLD
0.526791,HOLD
0.5554643,HOLD
0.52854794,HOLD
0.49211696,HOLD
0.5446099,HOLD
0.5047621,HOLD
0.5062395,HOLD
0.5388661,HOLD
0.48146838,HOLD
0.5303613,HOLD
0.5249603,HOLD
0.5090523,HOLD
0.55819315,HOLD
0.44562882,HOLD
0.5562636,HOLD
0.47916168,HOLD
0.5112704,HOLD
0.54152614,HOLD
0.5306364,HOLD
0.5554643,HOLD
0.5425157,HOLD
0.5525159,HOLD
0.51699454,HOLD
0.55869704,HOLD
0.5492077,HOLD
0.53101474,HOLD
0.54914445,HOLD
0.5502417,HOLD
0.5451195,HOLD
0.5569961,HOLD
0.5491404,HOLD
0.57429963,HOLD
0.5286148,HOLD
0.5106108,HOLD
0.53165406,HOLD
0.501588,HOLD
0.50309867,HOLD
0.51712644,HOLD
0.54089504,HOLD
0.5481949,HOLD
0.48985225,HOLD
0.5364699,HOLD
0.5438395,HOLD
0.5659779,HOLD
0.5383696,HOLD
0.55718607,HOLD
0.5360275,HOLD
0.51432395,HOLD
0.53396654,HOLD
0.5233967,HOLD
0.5690564,HOLD
0.56643003,HOLD
0.48958603,HOLD
0.50328016,HOLD
0.5197465,HOLD
0.5076269,HOLD
0.5224607,HOLD
0.5164322,HOLD
0.5149943,HOLD
0.42578638,HOLD
0.5078654,HOLD
0.52184063,HOLD
0.523903,HOLD
0.53742194,HOLD
0.5410721,HOLD
0.55569005,HOLD
0.5698453,HOLD
0.53832126,HOLD
0.5466722,HOLD
0.55199546,HOLD
0.5329048,HOLD
0.5461947,HOLD
0.545731,HOLD
0.546044,HOLD
0.546697,HOLD
0.540053,HOLD
0.54458606,HOLD
0.51596797,HOLD
0.5579266,HOLD
0.5175017,HOLD
0.5203588,HOLD
0.5444365,HOLD
0.5612919,HOLD
0.5241201,HOLD
0.5288946,HOLD
0.4917669,HOLD
0.55650145,HOLD
0.5042686,HOLD
0.43122527,HOLD
0.52660006,HOLD
0.5258915,HOLD
0.55011725,HOLD
0.5042686,HOLD
0.627658,BUY
0.5050124,HOLD
0.5317421,HOLD
0.5326771,HOLD
0.5550564,HOLD
0.5190681,HOLD
0.50815296,HOLD
0.5625084,HOLD
0.5601953,HOLD
0.49118495,HOLD
0.5490167,HOLD
0.57390517,HOLD
0.54217625,HOLD
0.55170304,HOLD
0.5413012,HOLD
0.5156088,HOLD
0.5601614,HOLD
0.6119806,BUY
0.59018445,HOLD
0.48356763,HOLD
0.60555094,BUY
0.57598114,HOLD
0.59601194,HOLD
0.5154606,HOLD
0.5087558,HOLD
0.47358862,HOLD
0.5672427,HOLD
0.5652369,HOLD
0.5139052,HOLD
0.5205296,HOLD
0.49943677,HOLD
0.53679746,HOLD
0.5330688,HOLD
0.51825356,HOLD
0.43428332,HOLD
0.56729704,HOLD
0.5584137,HOLD
0.58087295,HOLD
0.4774882,HOLD
0.45004392,HOLD
0.44517183,HOLD
0.5051637,HOLD
0.53911704,HOLD
0.53785306,HOLD
0.5081602,HOLD
0.51137704,HOLD
0.5542693,HOLD
0.5246998,HOLD
0.5208881,HOLD
0.5148,HOLD
0.5320673,HOLD
0.51823556,HOLD
0.55041194,HOLD
0.389218,SELL
0.506071,HOLD
0.52962303,HOLD
0.4853878,HOLD
0.52193236,HOLD
0.51778716,HOLD
0.5399138,HOLD
0.51693755,HOLD
0.5266845,HOLD
0.500244,HOLD
0.55509686,HOLD
0.49255258,HOLD
0.511061,HOLD
0.52366656,HOLD
0.5409468,HOLD
0.50763196,HOLD
0.5171995,HOLD
0.5285444,HOLD
0.5464375,HOLD
0.50316817,HOLD
0.46931806,HOLD
0.55441445,HOLD
0.5319307,HOLD
0.49314776,HOLD
0.5330907,HOLD
0.5498053,HOLD
0.56392807,HOLD
0.5066573,HOLD
0.53478193,HOLD
0.53824246,HOLD
0.53607476,HOLD
0.54120404,HOLD
0.5122572,HOLD
0.5400284,HOLD
0.55517715,HOLD
0.5256978,HOLD
0.5843125,HOLD
0.3778047,SELL
0.5110325,HOLD
0.54650086,HOLD
0.53616494,HOLD
0.5299591,HOLD
0.5267765,HOLD
0.5574972,HOLD
0.5323689,HOLD
0.582494,HOLD
0.5181431,HOLD
0.5422056,HOLD
0.5348318,HOLD
0.53936607,HOLD
0.54911023,HOLD
0.51462126,HOLD
0.505087,HOLD
0.55215853,HOLD
0.5360009,HOLD
0.52647716,HOLD
0.4768639,HOLD
0.58416075,HOLD
0.49854535,HOLD
0.43540993,HOLD
0.50365186,HOLD
0.5102734,HOLD
0.56916046,HOLD
0.5240041,HOLD
0.46964926,HOLD
0.52560544,HOLD
0.5478644,HOLD
0.46227527,HOLD
0.6174676,BUY
0.45333037,HOLD
0.5661637,HOLD
0.5213601,HOLD
0.5528453,HOLD
0.58181244,HOLD
0.53133994,HOLD
0.5258905,HOLD
0.5411281,HOLD
0.53186244,HOLD
0.5229599,HOLD
0.5244792,HOLD
0.52840644,HOLD
0.5050034,HOLD
0.5385652,HOLD
0.5627534,HOLD
0.5250833,HOLD
0.5476036,HOLD
0.5268787,HOLD
0.53553325,HOLD
0.53095,HOLD
0.5341318,HOLD
0.53854805,HOLD
0.5438662,HOLD
0.56473863,HOLD
0.50982475,HOLD
0.52350104,HOLD
0.5495314,HOLD
0.53968716,HOLD
0.512938,HOLD
0.50158304,HOLD
0.571691,HOLD
0.58215076,HOLD
0.5144837,HOLD
0.5262745,HOLD
0.53012854,HOLD
0.53068894,HOLD
0.52055556,HOLD
0.52571946,HOLD
0.53892666,HOLD
0.51671875,HOLD
0.52784836,HOLD
0.5401518,HOLD
0.5326017,HOLD
0.5239464,HOLD
0.53829587,HOLD
0.52593774,HOLD
0.5084509,HOLD
0.51997066,HOLD
0.5430273,HOLD
0.52071303,HOLD
0.48832858,HOLD
0.5563254,HOLD
0.5182061,HOLD
0.50432163,HOLD
0.5310298,HOLD
0.5140318,HOLD
0.51831335,HOLD
0.53221655,HOLD
0.5310147,HOLD
0.5068796,HOLD
0.5254547,HOLD
0.55799407,HOLD
0.58711743,HOLD
0.5144607,HOLD
0.5161072,HOLD
0.56164956,HOLD
0.5011349,HOLD
0.54538447,HOLD
0.5348639,HOLD
0.57404417,HOLD
0.523794,HOLD
0.55208004,HOLD
0.48719674,HOLD
0.5435836,HOLD
0.5121689,HOLD
0.53384614,HOLD
0.5162058,HOLD
0.53223723,HOLD
0.51926696,HOLD
0.5586073,HOLD
0.49469858,HOLD
0.5373249,HOLD
0.5166376,HOLD
0.50362164,HOLD
0.5205573,HOLD
0.52020454,HOLD
0.5239954,HOLD
0.52244174,HOLD
0.5219798,HOLD
0.50441015,HOLD
0.5114513,HOLD
0.52977777,HOLD
0.50336736,HOLD
0.5563418,HOLD
0.5224577,HOLD
0.44916233,HOLD
0.57200116,HOLD
0.49736696,HOLD
0.57196116,HOLD
0.54150605,HOLD
0.562669,HOLD
0.5242474,HOLD
0.5016012,HOLD
0.51268214,HOLD
0.49183202,HOLD
0.4590515,HOLD
0.55410296,HOLD
0.60490996,BUY
0.5142669,HOLD
0.5292319,HOLD
0.5268301,HOLD
0.54232275,HOLD
0.5031669,HOLD
0.5116144,HOLD
0.5638062,HOLD
0.5208318,HOLD
0.5017939,HOLD
0.5147049,HOLD
0.3961955,SELL
0.6039008,BUY
0.6071845,BUY
0.5312245,HOLD
0.44568366,HOLD
0.516988,HOLD
0.54049784,HOLD
0.5397038,HOLD
0.53041166,HOLD
0.51975787,HOLD
0.53920954,HOLD
0.5203001,HOLD
0.5241133,HOLD
0.5186815,HOLD
0.50941575,HOLD
0.5342015,HOLD
0.53984207,HOLD
0.49111927,HOLD
0.53132683,HOLD
0.4913835,HOLD
0.5179034,HOLD
0.51911306,HOLD
0.4996944,HOLD
0.506417,HOLD
0.51594543,HOLD
0.54743785,HOLD
0.5153467,HOLD
0.50447696,HOLD
0.54422575,HOLD
0.5165528,HOLD
0.5011885,HOLD
0.49807766,HOLD
0.53341556,HOLD
0.5038724,HOLD
0.46437275,HOLD
0.50121564,HOLD
0.525303,HOLD
0.48331282,HOLD
0.37879208,SELL
0.43262616,HOLD
0.53666043,HOLD
0.51799333,HOLD
0.52233404,HOLD
0.51042634,HOLD
0.49001923,HOLD
0.49870172,HOLD
0.53366333,HOLD
0.5275711,HOLD
0.50118977,HOLD
0.53186417,HOLD
0.4952999,HOLD
0.62301916,BUY
0.47760367,HOLD
0.593454,HOLD
0.5612495,HOLD
0.5588368,HOLD
0.44956732,HOLD
0.5143182,HOLD
0.5118619,HOLD
0.507887,HOLD
0.4956675,HOLD
0.54571235,HOLD
0.48259443,HOLD
0.4705935,HOLD
0.49870008,HOLD
0.48765486,HOLD
0.5170268,HOLD
0.5628289,HOLD
0.50305665,HOLD
0.51821434,HOLD
0.53291327,HOLD
0.5233903,HOLD
0.5415471,HOLD
0.49749693,HOLD
0.523166,HOLD
0.5483331,HOLD
0.49726033,HOLD
0.45356604,HOLD
0.51935524,HOLD
0.5067386,HOLD
0.5072298,HOLD
0.49548987,HOLD
0.56024903,HOLD
0.5683128,HOLD
0.5425818,HOLD
0.5542306,HOLD
0.534402,HOLD
0.5914015,HOLD
0.53700477,HOLD
0.52366334,HOLD
0.53453004,HOLD
0.5380987,HOLD
0.5199679,HOLD
0.5431431,HOLD
0.55804,HOLD
0.52988887,HOLD
0.52914673,HOLD
0.53242517,HOLD
0.51760256,HOLD
0.5377646,HOLD
0.5227244,HOLD
0.52635986,HOLD
0.5494779,HOLD
0.5497798,HOLD
0.53908366,HOLD
0.5394419,HOLD
0.5521316,HOLD
0.54104686,HOLD
0.5321822,HOLD
0.5318261,HOLD
0.5253734,HOLD
0.51464224,HOLD
0.52599716,HOLD
0.5250355,HOLD
0.49238503,HOLD
0.5417426,HOLD
0.49749538,HOLD
0.54377335,HOLD
0.48212475,HOLD
0.5440164,HOLD
0.53452176,HOLD
0.5372972,HOLD
0.50051844,HOLD
0.50782144,HOLD
0.50433177,HOLD
0.5356447,HOLD
0.5186668,HOLD
0.5349892,HOLD
0.5160714,HOLD
0.519203,HOLD
0.5146663,HOLD
0.5243163,HOLD
0.5203106,HOLD
0.5237376,HOLD
0.52671534,HOLD
0.5227452,HOLD
0.51268667,HOLD
0.52525264,HOLD
0.5016958,HOLD
0.51234144,HOLD
0.5165905,HOLD
0.54793185,HOLD
0.5360275,HOLD
0.5421884,HOLD
0.50862986,HOLD
0.5138814,HOLD
0.53191686,HOLD
0.5096931,HOLD
0.534035,HOLD
0.49607205,HOLD
0.46735254,HOLD
0.56977814,HOLD
0.49406576,HOLD
0.57139635,HOLD
0.53776467,HOLD
0.49821055,HOLD
0.525312,HOLD
0.4891875,HOLD
0.5027447,HOLD
0.5042409,HOLD
0.4960467,HOLD
0.5129559,HOLD
0.5047507,HOLD
0.48794785,HOLD
0.5107971,HOLD
0.50314724,HOLD
0.54121065,HOLD
0.6587362,BUY
0.5070863,HOLD
0.50997376,HOLD
0.53691113,HOLD
0.5768861,HOLD
0.48359036,HOLD
0.55799514,HOLD
0.5003519,HOLD
0.4850904,HOLD
0.5306519,HOLD
0.48852435,HOLD
0.6292148,BUY
0.5111702,HOLD
0.5334018,HOLD
0.50452274,HOLD
0.51953125,HOLD
0.51756287,HOLD
0.5257854,HOLD
0.50472164,HOLD
0.5217475,HOLD
0.49583712,HOLD
0.5111545,HOLD
0.5379083,HOLD
0.52139354,HOLD
0.49697724,HOLD
0.5344891,HOLD
0.49814883,HOLD
0.5193498,HOLD
0.53386587,HOLD
0.51663166,HOLD
0.5043643,HOLD
0.5036612,HOLD
0.5927678,HOLD
0.5325367,HOLD
0.5786624,HOLD
0.51469326,HOLD
0.50437725,HOLD
0.53897405,HOLD
0.5174409,HOLD
0.52776325,HOLD
0.56941724,HOLD
0.5161142,HOLD
0.49772963,HOLD
0.5214476,HOLD
0.51110846,HOLD
0.5347984,HOLD
0.5023309,HOLD
0.50989723,HOLD
0.5200547,HOLD
0.51247805,HOLD
0.5391588,HOLD
0.5145701,HOLD
0.5352058,HOLD
0.5018872,HOLD
0.5050155,HOLD
0.504193,HOLD
0.523262,HOLD
0.5317644,HOLD
0.5199373,HOLD
0.5818623,HOLD
0.5362334,HOLD
0.50034714,HOLD
0.5576261,HOLD
0.4902591,HOLD
0.5387242,HOLD
0.4819926,HOLD
0.5136181,HOLD
0.5139754,HOLD
0.5155832,HOLD
0.49441734,HOLD
0.51437896,HOLD
0.501909,HOLD
0.5174647,HOLD
0.5309154,HOLD
0.5350008,HOLD
0.5273874,HOLD
0.52368456,HOLD
0.5648591,HOLD
0.5177041,HOLD
0.517728,HOLD
0.48909333,HOLD
0.5334304,HOLD
0.5776526,HOLD
0.45554188,HOLD
0.45214948,HOLD
0.5057179,HOLD
0.5090122,HOLD
0.5237021,HOLD
0.5110188,HOLD
0.5240411,HOLD
0.509297,HOLD
0.5045558,HOLD
0.46641132,HOLD
0.519072,HOLD
0.50278544,HOLD
0.5079316,HOLD
0.53522,HOLD
0.52608156,HOLD
0.49743432,HOLD
0.5194349,HOLD
0.51853085,HOLD
0.4972271,HOLD
0.5134981,HOLD
0.44783497,HOLD
0.5535602,HOLD
0.5169677,HOLD
0.533373,HOLD
0.52182883,HOLD
0.53722167,HOLD
0.525058,HOLD
0.52779174,HOLD
0.51235366,HOLD
0.5303539,HOLD
0.52014154,HOLD
0.5179209,HOLD
0.5253995,HOLD
0.49803314,HOLD
0.52570873,HOLD
0.5265176,HOLD
0.52433777,HOLD
0.4985276,HOLD
0.518493,HOLD
0.5287137,HOLD
0.54198736,HOLD
0.53767467,HOLD
0.5114169,HOLD
0.53198946,HOLD
0.5062371,HOLD
0.52093023,HOLD
0.5584137,HOLD
0.5172025,HOLD
0.54209524,HOLD
0.5059313,HOLD
0.52345335,HOLD
0.49631196,HOLD
0.51300615,HOLD
0.54794556,HOLD
0.510497,HOLD
0.4638926,HOLD
0.52972335,HOLD
0.51966834,HOLD
0.499369,HOLD
0.5200198,HOLD
0.49916846,HOLD
0.52331114,HOLD
0.5294526,HOLD
0.44654164,HOLD
0.616014,BUY
0.44864625,HOLD
0.5842837,HOLD
0.5034786,HOLD
0.5232072,HOLD
0.5348131,HOLD
0.52563345,HOLD
0.5156299,HOLD
0.516034,HOLD
0.5014865,HOLD
0.4882356,HOLD
0.53288996,HOLD
0.50011325,HOLD
0.4993276,HOLD
0.5112038,HOLD
0.5348828,HOLD
0.5034673,HOLD
0.5095092,HOLD
0.51674885,HOLD
0.52234155,HOLD
0.50717145,HOLD
0.5131282,HOLD
0.5188553,HOLD
0.5021619,HOLD
0.53645355,HOLD
0.5280768,HOLD
0.51582646,HOLD
0.53432614,HOLD
0.52963734,HOLD
0.54539025,HOLD
0.4942144,HOLD
0.53056926,HOLD
0.54352295,HOLD
0.52654195,HOLD
0.5415428,HOLD
0.5473338,HOLD
0.5625041,HOLD
0.4757389,HOLD
0.53037477,HOLD
0.5055226,HOLD
0.5051705,HOLD
0.5372946,HOLD
0.52686834,HOLD
0.53271157,HOLD
0.53232914,HOLD
0.51026803,HOLD
0.5352371,HOLD
0.5263615,HOLD
0.5209262,HOLD
0.5444086,HOLD
0.50935763,HOLD
0.50692815,HOLD
0.52472883,HOLD
0.52804124,HOLD
0.5123439,HOLD
0.5208002,HOLD
0.50733525,HOLD
0.530819,HOLD
0.50483435,HOLD
0.53591,HOLD
0.49635312,HOLD
0.5343884,HOLD
0.5004495,HOLD
0.5272934,HOLD
0.50759494,HOLD
0.51985824,HOLD
0.5259905,HOLD
0.49990073,HOLD
0.51518977,HOLD
0.54847646,HOLD
0.51252836,HOLD
0.5392064,HOLD
0.5352559,HOLD
0.5110859,HOLD
0.53945637,HOLD
0.52665615,HOLD
0.49675557,HOLD
0.5153167,HOLD
0.5428152,HOLD
0.5087215,HOLD
0.5142138,HOLD
0.5230156,HOLD
0.50165725,HOLD
0.518752,HOLD
0.50983065,HOLD
0.5266428,HOLD
0.50657624,HOLD
0.51664895,HOLD
0.5581778,HOLD
0.52280146,HOLD
0.536466,HOLD
0.5183266,HOLD
0.5203225,HOLD
0.51015764,HOLD
