probability_up,signal
0.5131278,HOLD
0.55569065,HOLD
0.52991337,HOLD
0.5570183,HOLD
0.5272828,HOLD
0.5539358,HOLD
0.54700696,HOLD
0.5410042,HOLD
0.54131776,HOLD
0.5551729,HOLD
0.5435476,HOLD
0.5447032,HOLD
0.5335756,HOLD
0.5011606,HOLD
0.55617446,HOLD
0.5302635,HOLD
0.5857335,HOLD
0.5615889,HOLD
0.5418217,HOLD
0.54005545,HOLD
0.52408564,HOLD
0.5772403,HOLD
0.5414508,HOLD
0.5183916,HOLD
0.5123169,HOLD
0.5395272,HOLD
0.502913,HOLD
0.48384765,HOLD
0.5097775,HOLD
0.4727451,HOLD
0.5200215,HOLD
0.53965896,HOLD
0.5434093,HOLD
0.5518131,HOLD
0.5286747,HOLD
0.5358018,HOLD
0.5321224,HOLD
0.5202026,HOLD
0.5177868,HOLD
0.5403883,HOLD
0.52706194,HOLD
0.53627956,HOLD
0.5408796,HOLD
0.5273544,HOLD
0.54180586,HOLD
0.50455,HOLD
0.54604334,HOLD
0.52446365,HOLD
0.5390707,HOLD
0.50444025,HOLD
0.5072735,HOLD
0.52242935,HOLD
0.5236257,HOLD
0.534621,HOLD
0.5073033,HOLD
0.4962991,HOLD
0.41430193,HOLD
0.56164086,HOLD
0.55761117,HOLD
0.43095544,HOLD
0.54643613,HOLD
0.492252,HOLD
0.5544326,HOLD
0.53384954,HOLD
0.5030702,HOLD
0.5385982,HOLD
0.4923245,HOLD
0.5603978,HOLD
0.5223144,HOLD
0.5197995,HOLD
0.54564583,HOLD
0.534542,HOLD
0.51358604,HOLD
0.57145154,HOLD
0.53052294,HOLD
0.5488139,HOLD
0.5301724,HOLD
0.5352119,HOLD
0.52419525,HOLD
0.52000624,HOLD
0.52123725,HOLD
0.53210306,HOLD
0.49068674,HOLD
0.5213191,HOLD
0.5112805,HOLD
0.5468792,HOLD
0.5117767,HOLD
0.50289464,HOLD
0.5262491,HOLD
0.5386037,HOLD
0.5378742,HOLD
0.5368785,HOLD
0.5271505,HOLD
0.5386637,HOLD
0.57946205,HOLD
0.5291587,HOLD
0.56865895,HOLD
0.5347312,HOLD
0.5463178,HOLD
0.55473536,HOLD
0.54098564,HOLD
0.54732674,HOLD
0.5440825,HOLD
0.5493534,HOLD
0.5480775,HOLD
0.54055667,HOLD
0.5279798,HOLD
0.5191635,HOLD
0.49442074,HOLD
0.5204078,HOLD
0.53075254,HOLD
0.5269243,HOLD
0.5043087,HOLD
0.5095425,HOLD
0.53679746,HOLD
0.5204349,HOLD
0.5300967,HOLD
0.52730274,HOLD
0.5287975,HOLD
0.5596725,HOLD
0.51768416,HOLD
0.5480166,HOLD
0.5500845,HOLD
0.50637007,HOLD
0.5453169,HOLD
0.54818475,HOLD
0.49026805,HOLD
0.5200537,HOLD
0.52825326,HOLD
0.51666075,HOLD
0.51994336,HOLD
0.539271,HOLD
0.5135834,HOLD
0.5669226,HOLD
0.5390625,HOLD
0.65344834,BUY
0.703432,BUY
0.47931337,HOLD
0.58890504,HOLD
0.5813298,HOLD
0.51468354,HOLD
0.54623026,HOLD
0.5485872,HOLD
0.5533978,HOLD
0.55032635,HOLD
0.5216381,HOLD
0.5833888,HOLD
0.56565756,HOLD
0.5473088,HOLD
0.5351061,HOLD
0.5103084,HOLD
0.5455552,HOLD
0.5474412,HOLD
0.5579855,HOLD
0.5465788,HOLD
0.5770299,HOLD
0.46509275,HOLD
0.50975305,HOLD
0.5027951,HOLD
0.56122434,HOLD
0.5422127,HOLD
0.5497204,HOLD
0.5726971,HOLD
0.5550564,HOLD
0.5261553,HOLD
0.55579823,HOLD
0.5629165,HOLD
0.536372,HOLD
0.5504723,HOLD
0.53300136,HOLD
0.53910524,HOLD
0.5355131,HOLD
0.53768617,HOLD
0.52788913,HOLD
0.49382225,HOLD
0.5195011,HOLD
0.55644923,HOLD
0.5439949,HOLD
0.5305012,HOLD
0.5395184,HOLD
0.5345207,HOLD
0.53156006,HOLD
0.49901333,HOLD
0.56461775,HOLD
0.5322652,HOLD
0.52178055,HOLD
0.518878,HOLD
0.5439147,HOLD
0.5277188,HOLD
0.5202444,HOLD
0.5175372,HOLD
0.5360911,HOLD
0.5223346,HOLD
0.5150439,HOLD
0.5136291,HOLD
0.5258631,HOLD
0.5355029,HOLD
0.5114531,HOLD
0.518346,HOLD
0.5329795,HOLD
0.6007438,BUY
0.56054753,HOLD
0.5484296,HOLD
0.5339322,HOLD
0.5369388,HOLD
0.50238305,HOLD
0.5391886,HOLD
0.5515251,HOLD
0.5871938,HOLD
0.513653,HOLD
0.53705114,HOLD
0.49861258,HOLD
0.5102477,HOLD
0.50998956,HOLD
0.49921837,HOLD
0.4857618,HOLD
0.5360883,HOLD
0.5304789,HOLD
0.53195995,HOLD
0.5047321,HOLD
0.5197039,HOLD
0.55899745,HOLD
0.5188026,HOLD
0.5263488,HOLD
0.5188026,HOLD
0.5273298,HOLD
0.51976806,HOLD
0.5005276,HOLD
0.49731973,HOLD
0.521209,HOLD
0.52405536,HOLD
0.5249685,HOLD
0.531492,HOLD
0.52737164,HOLD
0.5101184,HOLD
0.50311685,HOLD
0.5205852,HOLD
0.50989974,HOLD
0.45657974,HOLD
0.5477877,HOLD
0.49724695,HOLD
0.5156383,HOLD
0.5099123,HOLD
0.25665277,SELL
0.5896611,HOLD
0.53721386,HOLD
0.4685729,HOLD
0.51810324,HOLD
0.50164926,HOLD
0.51010394,HOLD
0.522183,HOLD
0.65859854,BUY
0.51886994,HOLD
0.5118763,HOLD
0.52362704,HOLD
0.51168084,HOLD
0.52950203,HOLD
0.5167522,HOLD
0.5293353,HOLD
0.51031333,HOLD
0.5179615,HOLD
0.5126271,HOLD
0.54351187,HOLD
0.50451374,HOLD
0.61918026,BUY
0.5154977,HOLD
0.57971364,HOLD
0.53774816,HOLD
0.53534704,HOLD
0.53619415,HOLD
0.5303865,HOLD
0.48802722,HOLD
0.5377381,HOLD
0.58714986,HOLD
0.51823264,HOLD
0.5233341,HOLD
0.5176314,HOLD
0.5124953,HOLD
0.5171867,HOLD
0.51666296,HOLD
0.50702524,HOLD
0.48352113,HOLD
0.4538229,HOLD
0.57732254,HOLD
0.5087216,HOLD
0.52352464,HOLD
0.6301067,BUY
0.625656,BUY
0.48441932,HOLD
0.4486644,HOLD
0.6159245,BUY
0.49030635,HOLD
0.5205528,HOLD
0.5322217,HOLD
0.5540891,HOLD
0.55567753,HOLD
0.5306686,HOLD
0.5463178,HOLD
0.54287773,HOLD
0.55659163,HOLD
0.5639907,HOLD
0.55000645,HOLD
0.55774087,HOLD
0.5314878,HOLD
0.51504767,HOLD
0.5370406,HOLD
0.51980215,HOLD
0.517681,HOLD
0.5645094,HOLD
0.6006284,BUY
0.43115398,HOLD
0.5560808,HOLD
0.65124387,BUY
0.4293632,HOLD
0.6133826,BUY
0.6629206,BUY
0.6161903,BUY
0.67756855,BUY
0.436251,HOLD
0.5752771,HOLD
0.6287326,BUY
0.55850786,HOLD
0.49749923,HOLD
0.5170502,HOLD
0.5198757,HOLD
0.5686179,HOLD
0.55419433,HOLD
0.5164031,HOLD
0.53510374,HOLD
0.5412252,HOLD
0.51569885,HOLD
0.5526994,HOLD
0.51360375,HOLD
0.5077458,HOLD
0.5410306,HOLD
0.527865,HOLD
0.5182735,HOLD
0.51089215,HOLD
0.555749,HOLD
0.55914855,HOLD
0.4928342,HOLD
0.5354934,HOLD
0.49335286,HOLD
0.5852668,HOLD
0.61490774,BUY
0.5225819,HOLD
0.5308916,HOLD
0.5436097,HOLD
0.55286044,HOLD
0.56971854,HOLD
0.5329517,HOLD
0.6085644,BUY
0.6239581,BUY
0.4755124,HOLD
0.64796704,BUY
0.52614343,HOLD
0.47055757,HOLD
0.52751833,HOLD
0.56706375,HOLD
0.53597265,HOLD
0.5251376,HOLD
0.651503,BUY
0.62499976,BUY
0.5949205,HOLD
0.5233952,HOLD
0.56942385,HOLD
0.49375302,HOLD
0.541718,HOLD
0.53679687,HOLD
0.58708096,HOLD
0.5231951,HOLD
0.52840817,HOLD
0.54411006,HOLD
0.54984915,HOLD
0.54488003,HOLD
0.5501612,HOLD
0.5856989,HOLD
0.5274992,HOLD
0.5425723,HOLD
0.5550229,HOLD
0.5283821,HOLD
0.54592806,HOLD
0.5177155,HOLD
0.5064096,HOLD
0.5968624,HOLD
0.601437,BUY
0.49679953,HOLD
0.58529377,HOLD
0.58776647,HOLD
0.31584123,SELL
0.5903208,HOLD
0.5617222,HOLD
0.4977476,HOLD
0.55572885,HOLD
0.5558328,HOLD
0.52970684,HOLD
0.5540001,HOLD
0.52097404,HOLD
0.5212475,HOLD
0.5272635,HOLD
0.49110374,HOLD
0.54746455,HOLD
0.54701996,HOLD
0.5278104,HOLD
0.51603353,HOLD
0.6121655,BUY
0.4380562,HOLD
0.55416006,HOLD
0.49801734,HOLD
0.52862906,HOLD
0.5167749,HOLD
0.54979944,HOLD
0.53302264,HOLD
0.5489877,HOLD
0.51758796,HOLD
0.5476824,HOLD
0.547932,HOLD
0.5396212,HOLD
0.54029113,HOLD
0.53653765,HOLD
0.56087905,HOLD
0.49387646,HOLD
0.546025,HOLD
0.5241683,HOLD
0.5327376,HOLD
0.52248317,HOLD
0.5212668,HOLD
0.5283049,HOLD
0.52648026,HOLD
0.54385525,HOLD
0.54984415,HOLD
0.5280239,HOLD
0.54933006,HOLD
0.5535509,HOLD
0.5648161,HOLD
0.51276773,HOLD
0.5611167,HOLD
0.55450827,HOLD
0.55786324,HOLD
0.5469631,HOLD
0.5231808,HOLD
0.56801534,HOLD
0.55353564,HOLD
0.53525,HOLD
0.52928966,HOLD
0.53937936,HOLD
0.5254564,HOLD
0.5755481,HOLD
0.54484665,HOLD
0.5384112,HOLD
0.5548755,HOLD
0.5345647,HOLD
0.5489576,HOLD
0.56075364,HOLD
0.5119661,HOLD
0.4857532,HOLD
0.6211569,BUY
0.6470246,BUY
0.50318044,HOLD
0.5829546,HOLD
0.5956101,HOLD
0.47337273,HOLD
0.5283411,HOLD
0.54596096,HOLD
0.45400053,HOLD
0.45848206,HOLD
0.5216368,HOLD
0.4730394,HOLD
0.49745384,HOLD
0.52521527,HOLD
0.5248449,HOLD
0.4263968,HOLD
0.5011269,HOLD
0.5344243,HOLD
0.5563883,HOLD
0.5156816,HOLD
0.53072095,HOLD
0.5464103,HOLD
0.53622836,HOLD
0.5318538,HOLD
0.53309786,HOLD
0.5295097,HOLD
0.50156206,HOLD
0.53225774,HOLD
0.5126864,HOLD
0.53864485,HOLD
0.51573676,HOLD
0.51573676,HOLD
0.528289,HOLD
0.55844843,HOLD
0.51996213,HOLD
0.5457794,HOLD
0.5383509,HOLD
0.5120789,HOLD
0.5593749,HOLD
0.5301704,HOLD
0.54637164,HOLD
0.5169961,HOLD
0.5324857,HOLD
0.498793,HOLD
0.5649153,HOLD
0.5377489,HOLD
0.5415813,HOLD
0.5402402,HOLD
0.5384003,HOLD
0.55459154,HOLD
0.5536521,HOLD
0.5330602,HOLD
0.5301724,HOLD
0.53697294,HOLD
0.53921026,HOLD
0.54798204,HOLD
0.5320044,HOLD
0.5658648,HOLD
0.5606728,HOLD
0.5212939,HOLD
0.5320312,HOLD
0.52451116,HOLD
0.53568447,HOLD
0.5287924,HOLD
0.5232141,HOLD
0.56802243,HOLD
0.538333,HOLD
0.5072014,HOLD
0.60019636,BUY
0.57990605,HOLD
0.5340869,HOLD
0.4973762,HOLD
0.50854343,HOLD
0.5818536,HOLD
0.5628345,HOLD
0.6056323,BUY
0.5350046,HOLD
0.50995255,HOLD
0.54361016,HOLD
0.53393644,HOLD
0.5255912,HOLD
0.52466804,HOLD
0.54080445,HOLD
0.5527917,HOLD
0.5332479,HOLD
0.5281915,HOLD
0.54208326,HOLD
0.5462805,HOLD
0.55150896,HOLD
0.54068416,HOLD
0.5202612,HOLD
0.5379455,HOLD
0.51802534,HOLD
0.51065886,HOLD
0.53289336,HOLD
0.52629286,HOLD
0.49757802,HOLD
0.54980445,HOLD
0.5405068,HOLD
0.5548421,HOLD
0.525277,HOLD
0.53651434,HOLD
0.5225972,HOLD
0.51323235,HOLD
0.5154195,HOLD
0.5173021,HOLD
0.5184741,HOLD
0.5105168,HOLD
0.5297217,HOLD
0.49158505,HOLD
0.5083124,HOLD
0.5487103,HOLD
0.52745736,HOLD
0.61412835,BUY
0.45104244,HOLD
0.5381147,HOLD
0.4241011,HOLD
0.50612646,HOLD
0.4574905,HOLD
0.54184777,HOLD
0.49811321,HOLD
0.43906054,HOLD
0.5254533,HOLD
0.4967131,HOLD
0.5664704,HOLD
0.46460357,HOLD
0.5299292,HOLD
0.5530315,HOLD
0.53508097,HOLD
0.5128935,HOLD
0.5439645,HOLD
0.5480463,HOLD
0.5392993,HOLD
0.5486349,HOLD
0.5040546,HOLD
0.58237207,HOLD
0.591754,HOLD
0.566085,HOLD
0.5050165,HOLD
0.54072905,HOLD
0.5342113,HOLD
0.5264682,HOLD
0.5490453,HOLD
0.54847145,HOLD
0.53319,HOLD
0.58200264,HOLD
0.5522336,HOLD
0.5503616,HOLD
0.53443444,HOLD
0.547868,HOLD
0.53966814,HOLD
0.52843565,HOLD
0.56100416,HOLD
0.5266586,HOLD
0.5394782,HOLD
0.5346733,HOLD
0.54575956,HOLD
0.53900754,HOLD
0.53878593,HOLD
0.52706194,HOLD
0.54292375,HOLD
0.53855073,HOLD
0.5327273,HOLD
0.5359476,HOLD
0.5351909,HOLD
0.54056597,HOLD
0.546409,HOLD
0.5360275,HOLD
0.5236824,HOLD
0.5272413,HOLD
0.56563383,HOLD
0.52977943,HOLD
0.5152509,HOLD
0.5393238,HOLD
0.52660924,HOLD
0.53202844,HOLD
0.5071617,HOLD
0.5074309,HOLD
0.50880665,HOLD
0.5063794,HOLD
0.5408231,HOLD
0.5130794,HOLD
0.58736086,HOLD
0.46869147,HOLD
0.57604486,HOLD
0.5152259,HOLD
0.52270657,HOLD
0.5152301,HOLD
0.5158564,HOLD
0.5248793,HOLD
0.55099607,HOLD
0.48818886,HOLD
0.48442614,HOLD
0.5275512,HOLD
0.52316004,HOLD
0.51163965,HOLD
0.51762336,HOLD
0.4986518,HOLD
0.52242714,HOLD
0.5288008,HOLD
0.5773119,HOLD
0.4529801,HOLD
0.5111721,HOLD
0.4576371,HOLD
0.41545442,HOLD
0.5545123,HOLD
0.40575522,HOLD
0.49212828,HOLD
0.41917136,HOLD
0.50554204,HOLD
0.50054544,HOLD
0.49130574,HOLD
0.5056369,HOLD
0.54555,HOLD
0.5028208,HOLD
0.5162706,HOLD
0.5299854,HOLD
0.5213513,HOLD
0.5225214,HOLD
0.51137,HOLD
0.5173617,HOLD
0.4681309,HOLD
0.48514062,HOLD
0.56264836,HOLD
0.48585624,HOLD
0.5055617,HOLD
0.51998824,HOLD
0.5274774,HOLD
0.5342523,HOLD
0.5251187,HOLD
0.5400564,HOLD
0.52476203,HOLD
0.54902,HOLD
0.5431416,HOLD
0.54041797,HOLD
0.5090349,HOLD
0.55994534,HOLD
0.3666388,SELL
0.58703834,HOLD
0.54719776,HOLD
0.53466666,HOLD
0.55164737,HOLD
0.54108113,HOLD
0.53980327,HOLD
0.57908183,HOLD
0.5204408,HOLD
0.53338945,HOLD
0.5342363,HOLD
0.5229946,HOLD
0.53566724,HOLD
0.5278853,HOLD
0.5023187,HOLD
0.53753155,HOLD
0.53979963,HOLD
0.5306787,HOLD
0.51043206,HOLD
0.5791396,HOLD
0.5283418,HOLD
0.5467097,HOLD
0.50072026,HOLD
0.55626506,HOLD
0.57084763,HOLD
0.5308813,HOLD
0.55766433,HOLD
0.5430578,HOLD
0.4763734,HOLD
0.48313305,HOLD
0.5269293,HOLD
0.5303782,HOLD
0.5080878,HOLD
0.571927,HOLD
0.5814458,HOLD
0.66050804,BUY
0.56369734,HOLD
0.6971655,BUY
0.5196249,HOLD
0.527845,HOLD
0.5368857,HOLD
0.5065433,HOLD
0.52541643,HOLD
0.5424184,HOLD
0.546487,HOLD
0.55847764,HOLD
0.5493534,HOLD
0.5157336,HOLD
0.54398924,HOLD
0.5455162,HOLD
0.50468594,HOLD
0.50223225,HOLD
0.50561595,HOLD
0.50577146,HOLD
0.5147723,HOLD
0.4967727,HOLD
0.4555695,HOLD
0.526555,HOLD
0.5566394,HOLD
0.53916407,HOLD
0.59818673,HOLD
0.5049733,HOLD
0.43699938,HOLD
0.34568462,SELL
0.5553637,HOLD
0.52995867,HOLD
0.5302446,HOLD
0.5737688,HOLD
0.5938022,HOLD
0.51729125,HOLD
0.48979402,HOLD
0.50080746,HOLD
0.44736484,HOLD
0.47904134,HOLD
0.5292163,HOLD
0.47455907,HOLD
0.5070853,HOLD
0.4705744,HOLD
0.46943647,HOLD
0.4638864,HOLD
0.36921054,SELL
0.44335634,HOLD
0.49510267,HOLD
0.6011126,BUY
0.5829503,HOLD
0.51390535,HOLD
0.30813918,SELL
0.5424847,HOLD
0.54242337,HOLD
0.5163107,HOLD
0.43766055,HOLD
0.53069115,HOLD
0.48874465,HOLD
0.34553617,SELL
0.42592776,HOLD
0.6100792,BUY
0.33517203,SELL
0.57273334,HOLD
0.51315516,HOLD
0.53457725,HOLD
0.5380078,HOLD
0.5596555,HOLD
0.451022,HOLD
0.5504119,HOLD
0.4907393,HOLD
0.49767855,HOLD
0.5892605,HOLD
0.54734683,HOLD
0.48535985,HOLD
0.50796276,HOLD
0.55376345,HOLD
0.4143802,HOLD
0.41031966,HOLD
0.59080935,HOLD
0.45723236,HOLD
0.5378076,HOLD
0.49739298,HOLD
0.44343022,HOLD
0.54040414,HOLD
0.5022075,HOLD
0.4773888,HOLD
0.5376148,HOLD
0.5096107,HOLD
0.52448165,HOLD
0.4275161,HOLD
0.4923008,HOLD
0.50164163,HOLD
0.49993664,HOLD
0.48165935,HOLD
0.51262814,HOLD
0.53848916,HOLD
0.5280139,HOLD
0.4934105,HOLD
0.49957687,HOLD
0.5288075,HOLD
0.5125865,HOLD
0.47840255,HOLD
0.4983674,HOLD
0.52409714,HOLD
0.5067261,HOLD
0.49296618,HOLD
0.48331207,HOLD
0.44163534,HOLD
0.36672863,SELL
0.47772563,HOLD
0.50456005,HOLD
0.45462137,HOLD
0.46740583,HOLD
0.48547906,HOLD
0.4910825,HOLD
0.5167814,HOLD
0.4936375,HOLD
0.506339,HOLD
0.48505887,HOLD
0.52046955,HOLD
0.44201908,HOLD
0.55592465,HOLD
0.4709487,HOLD
0.5377697,HOLD
0.52932733,HOLD
0.48492196,HOLD
0.51522297,HOLD
0.44738626,HOLD
0.5221707,HOLD
0.514339,HOLD
0.5249942,HOLD
0.48701063,HOLD
0.59258956,HOLD
0.5066437,HOLD
0.5167484,HOLD
0.55348563,HOLD
0.5108806,HOLD
0.49183086,HOLD
0.50242716,HOLD
0.5316523,HOLD
0.5058272,HOLD
0.5684697,HOLD
0.53212684,HOLD
0.5007778,HOLD
0.52705204,HOLD
0.51631415,HOLD
0.48082292,HOLD
0.42883027,HOLD
0.51431465,HOLD
0.5240171,HOLD
0.5317409,HOLD
0.48631617,HOLD
0.47305134,HOLD
0.53286433,HOLD
0.48583478,HOLD
0.48264346,HOLD
0.5987459,HOLD
0.5072435,HOLD
0.5208315,HOLD
0.49487042,HOLD
0.49772534,HOLD
0.52101773,HOLD
0.54148847,HOLD
0.54790145,HOLD
0.5183203,HOLD
0.5058659,HOLD
0.52585965,HOLD
0.5133552,HOLD
0.5262317,HOLD
0.4605836,HOLD
0.60281765,BUY
0.5357329,HOLD
0.5326093,HOLD
0.52686244,HOLD
0.54165184,HOLD
0.50027704,HOLD
0.507682,HOLD
0.5154689,HOLD
0.49949458,HOLD
0.49860224,HOLD
0.43133613,HOLD
0.4848986,HOLD
0.4406596,HOLD
0.5020832,HOLD
0.46279824,HOLD
0.5039553,HOLD
0.5189987,HOLD
0.502722,HOLD
0.49391228,HOLD
0.50335735,HOLD
0.49339715,HOLD
0.42372686,HOLD
0.47984686,HOLD
0.50364697,HOLD
0.51368177,HOLD
0.5118766,HOLD
0.40705013,HOLD
0.51211846,HOLD
0.4888129,HOLD
0.50919145,HOLD
0.4836444,HOLD
0.49707854,HOLD
0.49547672,HOLD
0.5009968,HOLD
0.4845186,HOLD
0.51458305,HOLD
0.51612777,HOLD
0.51534986,HOLD
0.537756,HOLD
0.509288,HOLD
0.44359967,HOLD
0.549559,HOLD
0.5102521,HOLD
0.5271702,HOLD
0.49440342,HOLD
0.49182203,HOLD
0.5133119,HOLD
0.5112878,HOLD
0.5201469,HOLD
0.48196602,HOLD
0.5095767,HOLD
0.5336974,HOLD
0.53065246,HOLD
0.50555843,HOLD
0.50627714,HOLD
0.5357284,HOLD
0.5113303,HOLD
0.49563286,HOLD
0.5007469,HOLD
0.5146231,HOLD
0.5141305,HOLD
0.48040608,HOLD
0.5111712,HOLD
0.46403024,HOLD
0.5376949,HOLD
0.45901272,HOLD
0.5426526,HOLD
0.53232324,HOLD
0.5185743,HOLD
0.50684476,HOLD
0.50905555,HOLD
0.5094875,HOLD
0.49815845,HOLD
0.50635177,HOLD
0.5075495,HOLD
0.52112645,HOLD
0.51023644,HOLD
0.5068208,HOLD
0.4852455,HOLD
0.54206836,HOLD
0.55360526,HOLD
0.5219895,HOLD
0.57849437,HOLD
0.63653773,BUY
0.4232913,HOLD
0.50387263,HOLD
0.54826486,HOLD
0.5376186,HOLD
0.53903556,HOLD
0.5249301,HOLD
0.38036686,SELL
0.44135135,HOLD
0.5220631,HOLD
0.52579826,HOLD
0.49344426,HOLD
0.49293593,HOLD
0.4936382,HOLD
0.50049615,HOLD
0.5141305,HOLD
0.5271531,HOLD
0.4923373,HOLD
0.5386966,HOLD
0.50770193,HOLD
0.5263588,HOLD
0.49421164,HOLD
0.4704512,HOLD
0.5369918,HOLD
0.5153249,HOLD
0.5081579,HOLD
0.5144898,HOLD
0.51154125,HOLD
0.49084616,HOLD
0.5054011,HOLD
0.5076033,HOLD
0.50788224,HOLD
0.4843864,HOLD
0.50097317,HOLD
0.48561615,HOLD
0.52366406,HOLD
0.51463044,HOLD
0.50398576,HOLD
0.5053723,HOLD
0.4846412,HOLD
0.38206485,SELL
0.5669534,HOLD
0.5451896,HOLD
0.44687566,HOLD
0.63069,BUY
0.57028836,HOLD
0.5811744,HOLD
0.40123504,HOLD
0.6179876,BUY
0.579693,HOLD
0.44216475,HOLD
0.44558656,HOLD
0.5333664,HOLD
0.62212265,BUY
0.49234578,HOLD
0.5333099,HOLD
0.5027458,HOLD
0.49388576,HOLD
0.4875088,HOLD
0.5279581,HOLD
0.500883,HOLD
0.57102257,HOLD
0.49829647,HOLD
0.5792896,HOLD
0.5298882,HOLD
0.5244263,HOLD
0.5374413,HOLD
0.49863592,HOLD
0.52770126,HOLD
0.5218467,HOLD
0.5314964,HOLD
0.41433474,HOLD
0.51986736,HOLD
0.5241536,HOLD
0.5179206,HOLD
0.53227895,HOLD
0.545822,HOLD
0.51597095,HOLD
0.5216092,HOLD
0.53475773,HOLD
0.53543353,HOLD
0.53110236,HOLD
0.53623486,HOLD
0.4841954,HOLD
0.49745303,HOLD
0.47772714,HOLD
0.53376853,HOLD
0.5017948,HOLD
0.5183256,HOLD
0.6013312,BUY
0.49943838,HOLD
0.5283348,HOLD
0.44110554,HOLD
0.53602713,HOLD
0.35136926,SELL
0.52321327,HOLD
0.53400046,HOLD
0.53733915,HOLD
0.4810786,HOLD
0.5170125,HOLD
0.5161349,HOLD
0.52787346,HOLD
0.54726905,HOLD
0.54416984,HOLD
0.5323642,HOLD
0.5315752,HOLD
0.5813675,HOLD
0.5487647,HOLD
0.5402019,HOLD
0.5315022,HOLD
0.4824818,HOLD
0.5530774,HOLD
0.48899862,HOLD
0.534385,HOLD
0.5190052,HOLD
0.53205687,HOLD
0.5402119,HOLD
0.52344304,HOLD
0.5150978,HOLD
0.5131085,HOLD
0.5160862,HOLD
0.44147855,HOLD
0.5276741,HOLD
0.52668405,HOLD
0.5287928,HOLD
0.5312713,HOLD
0.5375744,HOLD
0.47804046,HOLD
0.5522905,HOLD
0.52291566,HOLD
0.52900136,HOLD
0.5414056,HOLD
0.5128684,HOLD
0.5295588,HOLD
0.5252404,HOLD
0.51345783,HOLD
0.54359865,HOLD
0.52111113,HOLD
0.53838253,HOLD
0.5024409,HOLD
0.5170687,HOLD
0.50556487,HOLD
0.49338013,HOLD
0.52412754,HOLD
0.5360171,HOLD
0.4144189,HOLD
0.49534664,HOLD
0.53561264,HOLD
0.5491209,HOLD
0.5344384,HOLD
0.5205119,HOLD
0.5224106,HOLD
0.54104686,HOLD
0.5161816,HOLD
0.5321668,HOLD
0.5024323,HOLD
0.5644659,HOLD
0.4982838,HOLD
0.5938547,HOLD
0.4165704,HOLD
0.5287907,HOLD
0.53582674,HOLD
0.5228645,HOLD
0.53318524,HOLD
0.53067434,HOLD
0.524713,HOLD
0.53560615,HOLD
0.55500656,HOLD
0.4276855,HOLD
0.5461121,HOLD
0.47384226,HOLD
0.38929832,SELL
0.52013654,HOLD
0.42760545,HOLD
0.5321561,HOLD
0.53894126,HOLD
0.4742691,HOLD
0.5418125,HOLD
0.48063374,HOLD
0.5385801,HOLD
0.5171238,HOLD
0.5159525,HOLD
0.53087646,HOLD
0.5451984,HOLD
0.5137771,HOLD
0.5647851,HOLD
0.48115808,HOLD
0.5254484,HOLD
0.5375659,HOLD
0.55435026,HOLD
0.55927473,HOLD
0.5503502,HOLD
0.4890314,HOLD
0.5170219,HOLD
0.54285973,HOLD
0.5544968,HOLD
0.49617675,HOLD
0.5585688,HOLD
0.5442433,HOLD
0.56008095,HOLD
0.55249715,HOLD
0.5081057,HOLD
0.53183526,HOLD
0.5417513,HOLD
0.5514518,HOLD
0.56466144,HOLD
0.48587385,HOLD
0.5492689,HOLD
0.53453106,HOLD
0.5347266,HOLD
0.59930366,HOLD
0.53656155,HOLD
0.46573076,HOLD
0.5540397,HOLD
0.58530974,HOLD
0.54034585,HOLD
0.57507986,HOLD
0.47949052,HOLD
0.5352971,HOLD
0.56842214,HOLD
0.56612766,HOLD
0.54077893,HOLD
0.5328095,HOLD
0.54958683,HOLD
0.55185574,HOLD
0.45134676,HOLD
0.48602125,HOLD
0.55090916,HOLD
0.5425554,HOLD
0.59149176,HOLD
0.5675543,HOLD
0.45492145,HOLD
0.4861356,HOLD
0.4761731,HOLD
0.54963344,HOLD
0.5367112,HOLD
0.54976344,HOLD
0.5291091,HOLD
0.56051165,HOLD
0.54111063,HOLD
0.49233288,HOLD
0.53424245,HOLD
0.5425143,HOLD
0.57132316,HOLD
0.55404323,HOLD
0.51318425,HOLD
0.56214297,HOLD
0.5186581,HOLD
0.54542017,HOLD
0.5389488,HOLD
0.5333794,HOLD
0.5436755,HOLD
0.540408,HOLD
0.5532826,HOLD
0.55003583,HOLD
0.544383,HOLD
0.54845273,HOLD
0.5507803,HOLD
0.53215307,HOLD
0.5297937,HOLD
0.53565365,HOLD
0.54487824,HOLD
0.56611234,HOLD
0.5592451,HOLD
0.54890126,HOLD
0.540408,HOLD
0.53882605,HOLD
0.53753203,HOLD
0.5543344,HOLD
0.53977805,HOLD
0.56961745,HOLD
0.5083949,HOLD
0.54602975,HOLD
0.5115484,HOLD
0.5457931,HOLD
0.5240638,HOLD
0.55337083,HOLD
0.53967845,HOLD
0.54980415,HOLD
0.48321697,HOLD
0.45152274,HOLD
0.5450277,HOLD
0.51349044,HOLD
0.50393057,HOLD
0.5486555,HOLD
0.5425643,HOLD
0.5598593,HOLD
0.5228623,HOLD
0.5462279,HOLD
0.54451954,HOLD
0.49981427,HOLD
0.5439061,HOLD
0.53146887,HOLD
0.54567045,HOLD
0.54554427,HOLD
0.52921265,HOLD
0.5694294,HOLD
0.5492244,HOLD
0.5278598,HOLD
0.5547425,HOLD
